Timestamp_min,Reactor_Temp_C,Jacket_Flow_Rate_L_min,Pressure_atm,Reactant_A_Conc_mol_L,Product_B_Conc_mol_L,Reactor_Run_ID
1866,84,1015,3.16,0,2.5,12
1867,83.5,1012,3.2,0,2.5,12
1868,85,1015,3.2,2.5,0,13
1869,84.95,1017,3.18,2.49,0.01,13
1870,85.05,1012,3.22,2.48,0.02,13
1871,84.9,1011,3.19,2.47,0.03,13
1872,85.05,1009,3.21,2.46,0.04,13
1873,84.9,1016,3.17,2.45,0.05,13
1874,85,1018,3.23,2.44,0.06,13
1875,84.95,1013,3.2,2.43,0.07,13
1876,85.05,1008,3.18,2.42,0.08,13
1877,84.9,1015,3.22,2.41,0.09,13
1878,85,1012,3.19,2.4,0.1,13
1879,84.95,1006,3.21,2.39,0.11,13
1880,85.05,1011,3.17,2.38,0.12,13
1881,84.9,1017,3.23,2.37,0.13,13
1882,85.05,1009,3.19,2.36,0.14,13
1883,84.9,1013,3.21,2.35,0.15,13
1884,85,1010,3.17,2.34,0.16,13
1885,84.95,1007,3.23,2.33,0.17,13
1886,85.05,1012,3.19,2.32,0.18,13
1887,84.9,1016,3.21,2.31,0.19,13
1888,85,1009,3.17,2.3,0.2,13
1889,84.95,1015,3.23,2.29,0.21,13
1890,85.05,1011,3.19,2.28,0.22,13
1891,84.9,1007,3.21,2.27,0.23,13
1892,85,1013,3.17,2.26,0.24,13
1893,84.95,1010,3.23,2.25,0.25,13
1894,85.05,1007,3.19,2.24,0.26,13
1895,84.9,1012,3.21,2.23,0.27,13
1896,85,1010,3.17,2.22,0.28,13
1897,84.95,1009,3.23,2.21,0.29,13
1898,85.05,1013,3.19,2.2,0.3,13
1899,84.9,1010,3.21,2.19,0.31,13
1900,85,1007,3.17,2.18,0.32,13
1901,84.95,1012,3.23,2.17,0.33,13
1902,85.05,1010,3.19,2.16,0.34,13
1903,84.9,1009,3.21,2.15,0.35,13
1904,85,1013,3.17,2.14,0.36,13
1905,84.95,1010,3.23,2.13,0.37,13
1906,85.05,1007,3.19,2.12,0.38,13
1907,84.9,1012,3.21,2.11,0.39,13
1908,85,1010,3.17,2.1,0.4,13
1909,84.95,1009,3.23,2.09,0.41,13
1910,85.05,1013,3.19,2.08,0.42,13
1911,84.9,1010,3.21,2.07,0.43,13
1912,85,1007,3.17,2.06,0.44,13
1913,84.95,1012,3.23,2.05,0.45,13
1914,85.05,1010,3.19,2.04,0.46,13
1915,84.9,1009,3.21,2.03,0.47,13
1916,85,1013,3.17,2.02,0.48,13
1917,84.95,1010,3.23,2.01,0.49,13
1918,85,1015,3.2,2.01,0.49,13
1919,84.5,1019,3.18,2,0.5,13
1920,85,1016,3.22,1.99,0.51,13
1921,84.5,1017,3.19,1.98,0.52,13
1922,85,1018,3.21,1.97,0.53,13
1923,84.5,1014,3.17,1.96,0.54,13
1924,85,1016,3.2,1.95,0.55,13
1925,84.5,1017,3.18,1.94,0.56,13
1926,85,1019,3.22,1.93,0.57,13
1927,84.5,1018,3.19,1.92,0.58,13
1928,85,1017,3.21,1.91,0.59,13
1929,84.5,1016,3.17,1.9,0.6,13
1930,85,1018,3.2,1.89,0.61,13
1931,84.5,1017,3.18,1.88,0.62,13
1932,85,1019,3.22,1.87,0.63,13
1933,84.5,1016,3.17,1.86,0.64,13
1934,85,1018,3.2,1.85,0.65,13
1935,84.5,1017,3.19,1.84,0.66,13
1936,85,1019,3.22,1.83,0.67,13
1937,84.5,1016,3.17,1.82,0.68,13
1938,85,1018,3.2,1.81,0.69,13
1939,84.5,1017,3.18,1.8,0.7,13
1940,85,1019,3.22,1.79,0.71,13
1941,84.5,1016,3.17,1.78,0.72,13
1942,85,1018,3.2,1.77,0.73,13
1943,84.5,1017,3.18,1.76,0.74,13
1944,85,1019,3.22,1.75,0.75,13
1945,84.5,1016,3.17,1.74,0.76,13
1946,85,1018,3.2,1.73,0.77,13
1947,84.5,1017,3.18,1.72,0.78,13
1948,85,1019,3.22,1.71,0.79,13
1949,84.5,1016,3.17,1.7,0.8,13
1950,85,1018,3.2,1.69,0.81,13
1951,84.5,1017,3.18,1.68,0.82,13
1952,85,1019,3.22,1.67,0.83,13
1953,84.5,1016,3.17,1.66,0.84,13
1954,85,1018,3.2,1.65,0.85,13
1955,84.5,1017,3.18,1.64,0.86,13
1956,85,1019,3.22,1.63,0.87,13
1957,84.5,1016,3.17,1.62,0.88,13
1958,85,1018,3.2,1.61,0.89,13
1959,84.5,1017,3.18,1.6,0.9,13
1960,85,1019,3.22,1.59,0.91,13
1961,84.5,1016,3.17,1.58,0.92,13
1962,85,1018,3.2,1.57,0.93,13
1963,84.5,1017,3.18,1.56,0.94,13
1964,85,1019,3.22,1.55,0.95,13
1965,84.5,1016,3.17,1.54,0.96,13
1966,85,1018,3.2,1.53,0.97,13
1967,84.5,1017,3.18,1.52,0.98,13
1968,85,1015,3.2,1.52,0.98,13
1969,84.5,1013,3.18,1.51,0.99,13
1970,85,1018,3.22,1.5,1,13
1971,84,1016,3.19,1.49,1.01,13
1972,84.5,1012,3.21,1.48,1.02,13
1973,85,1019,3.17,1.47,1.03,13
1974,84,1014,3.23,1.46,1.04,13
1975,84.5,1011,3.16,1.45,1.05,13
1976,85,1017,3.24,1.44,1.06,13
1977,84,1013,3.19,1.43,1.07,13
1978,84.5,1010,3.22,1.42,1.08,13
1979,85,1016,3.17,1.41,1.09,13
1980,84,1012,3.24,1.4,1.1,13
1981,84.5,1019,3.16,1.39,1.11,13
1982,85,1015,3.21,1.38,1.12,13
1983,84,1011,3.19,1.37,1.13,13
1984,84.5,1018,3.26,1.36,1.14,13
1985,85,1014,3.17,1.35,1.15,13
1986,84,1010,3.23,1.34,1.16,13
1987,84.5,1017,3.14,1.33,1.17,13
1988,85,1013,3.2,1.32,1.18,13
1989,84,1016,3.17,1.31,1.19,13
1990,84.5,1012,3.24,1.3,1.2,13
1991,85,1019,3.16,1.29,1.21,13
1992,84,1015,3.21,1.28,1.22,13
1993,84.5,1011,3.19,1.27,1.23,13
1994,85,1018,3.26,1.26,1.24,13
1995,84,1014,3.17,1.25,1.25,13
1996,84.5,1010,3.23,1.24,1.26,13
1997,85,1017,3.14,1.23,1.27,13
1998,84,1013,3.2,1.22,1.28,13
1999,84.5,1016,3.17,1.21,1.29,13
2000,85,1012,3.24,1.2,1.3,13
2001,84,1019,3.16,1.19,1.31,13
2002,84.5,1015,3.21,1.18,1.32,13
2003,85,1011,3.19,1.17,1.33,13
2004,84,1018,3.26,1.16,1.34,13
2005,84.5,1014,3.17,1.15,1.35,13
2006,85,1010,3.23,1.14,1.36,13
2007,84,1017,3.14,1.13,1.37,13
2008,84.5,1013,3.2,1.12,1.38,13
2009,85,1016,3.17,1.11,1.39,13
2010,84,1012,3.24,1.1,1.4,13
2011,84.5,1019,3.16,1.09,1.41,13
2012,85,1015,3.21,1.08,1.42,13
2013,84,1011,3.19,1.07,1.43,13
2014,84.5,1018,3.26,1.06,1.44,13
2015,85,1014,3.17,1.05,1.45,13
2016,84,1010,3.23,1.04,1.46,13
2017,84.5,1017,3.14,1.03,1.47,13
2018,85,1015,3.2,1.03,1.47,13
2019,85.5,1015,3.18,1.02,1.48,13
2020,86,1017,3.22,1.01,1.49,13
2021,86.5,1013,3.19,1,1.5,13
2022,87,1019,3.21,0.99,1.51,13
2023,87.5,1016,3.17,0.98,1.52,13
2024,88,1011,3.23,0.97,1.53,13
2025,88.5,1018,3.16,0.96,1.54,13
2026,89,1014,3.24,0.95,1.55,13
2027,89.5,1012,3.15,0.94,1.56,13
2028,90,1017,3.25,0.93,1.57,13
2029,90.5,1010,3.14,0.92,1.58,13
2030,91,1015,3.26,0.91,1.59,13
2031,91.5,1008,3.13,0.9,1.6,13
2032,92,1014,3.27,0.89,1.61,13
2033,92.5,1006,3.12,0.88,1.62,13
2034,93,1013,3.28,0.87,1.63,13
2035,93.5,1004,3.11,0.86,1.64,13
2036,94,1012,3.29,0.85,1.65,13
2037,94.5,1002,3.1,0.84,1.66,13
2038,95,1011,3.3,0.83,1.67,13
2039,95.5,1000,3.09,0.82,1.68,13
2040,96,1009,3.31,0.81,1.69,13
2041,96.5,998,3.08,0.8,1.7,13
2042,97,1008,3.32,0.79,1.71,13
2043,97.5,996,3.07,0.78,1.72,13
2044,98,1007,3.33,0.77,1.73,13
2045,98.5,994,3.06,0.76,1.74,13
2046,99,1006,3.34,0.75,1.75,13
2047,99.5,992,3.05,0.74,1.76,13
2048,100,1005,3.35,0.73,1.77,13
2049,100.5,990,3.04,0.72,1.78,13
2050,101,1004,3.36,0.71,1.79,13
2051,101.5,988,3.03,0.7,1.8,13
2052,102,1003,3.37,0.69,1.81,13
2053,102.5,986,3.02,0.68,1.82,13
2054,103,1002,3.38,0.67,1.83,13
2055,103.5,984,3.01,0.66,1.84,13
2056,104,1001,3.39,0.65,1.85,13
2057,104.5,982,3,0.64,1.86,13
2058,105,1000,3.4,0.63,1.87,13
2059,105.5,980,2.99,0.62,1.88,13
2060,106,999,3.41,0.61,1.89,13
2061,106.5,978,2.98,0.6,1.9,13
2062,107,998,3.42,0.59,1.91,13
2063,107.5,976,2.97,0.58,1.92,13
2064,108,997,3.43,0.57,1.93,13
2065,108.5,974,2.96,0.56,1.94,13
2066,109,996,3.44,0.55,1.95,13
2067,109.5,972,2.95,0.54,1.96,13
2068,85,1015,3.2,0.54,1.96,13
2069,85.5,1017,3.18,0.53,1.97,13
2070,86,1013,3.22,0.52,1.98,13
2071,86.5,1019,3.19,0.51,1.99,13
2072,87,1014,3.21,0.5,2,13
2073,87.5,1016,3.17,0.49,2.01,13
2074,88,1018,3.23,0.48,2.02,13
2075,88.5,1011,3.16,0.47,2.03,13
2076,89,1015,3.24,0.46,2.04,13
2077,89.5,1012,3.15,0.45,2.05,13
2078,90,1017,3.26,0.44,2.06,13
2079,90.5,1013,3.14,0.43,2.07,13
2080,91,1019,3.27,0.42,2.08,13
2081,91.5,1014,3.13,0.41,2.09,13
2082,92,1016,3.28,0.4,2.1,13
2083,92.5,1011,3.12,0.39,2.11,13
2084,93,1015,3.29,0.38,2.12,13
2085,93.5,1012,3.11,0.37,2.13,13
2086,94,1017,3.3,0.36,2.14,13
2087,94.5,1013,3.1,0.35,2.15,13
2088,95,1019,3.31,0.34,2.16,13
2089,95.5,1014,3.09,0.33,2.17,13
2090,96,1016,3.32,0.32,2.18,13
2091,96.5,1011,3.08,0.31,2.19,13
2092,97,1015,3.33,0.3,2.2,13
2093,97.5,1012,3.07,0.29,2.21,13
2094,98,1017,3.34,0.28,2.22,13
2095,98.5,1013,3.06,0.27,2.23,13
2096,99,1019,3.35,0.26,2.24,13
2097,99.5,1014,3.05,0.25,2.25,13
2098,100,1016,3.36,0.24,2.26,13
2099,100.5,1011,3.04,0.23,2.27,13
2100,101,1015,3.37,0.22,2.28,13
2101,101.5,1012,3.03,0.21,2.29,13
2102,102,1017,3.38,0.2,2.3,13
2103,102.5,1013,3.02,0.19,2.31,13
2104,103,1019,3.39,0.18,2.32,13
2105,103.5,1014,3.01,0.17,2.33,13
2106,104,1016,3.4,0.16,2.34,13
2107,104.5,1011,3,0.15,2.35,13
2108,105,1015,3.41,0.14,2.36,13
2109,105.5,1012,2.99,0.13,2.37,13
2110,106,1017,3.42,0.12,2.38,13
2111,106.5,1013,2.98,0.11,2.39,13
2112,107,1019,3.43,0.1,2.4,13
2113,107.5,1014,2.97,0.09,2.41,13
2114,108,1016,3.44,0.08,2.42,13
2115,108.5,1011,2.96,0.07,2.43,13
2116,109,1015,3.45,0.06,2.44,13
2117,109.5,1012,2.95,0.05,2.45,13
2118,85,1015,3.2,2.5,0,14
2119,85.5,1019,3.18,2.49,0.01,14
2120,85,1016,3.22,2.48,0.02,14
2121,84.5,1018,3.19,2.47,0.03,14
2122,85,1012,3.21,2.46,0.04,14
2123,84,1020,3.17,2.45,0.05,14
2124,85.5,1014,3.23,2.44,0.06,14
2125,84,1017,3.16,2.43,0.07,14
2126,85.5,1021,3.24,2.42,0.08,14
2127,84,1013,3.15,2.41,0.09,14
2128,85.5,1019,3.25,2.4,0.1,14
2129,84,1016,3.14,2.39,0.11,14
2130,85.5,1022,3.26,2.38,0.12,14
2131,84,1014,3.13,2.37,0.13,14
2132,85.5,1018,3.27,2.36,0.14,14
2133,84,1020,3.12,2.35,0.15,14
2134,85.5,1017,3.28,2.34,0.16,14
2135,84,1015,3.11,2.33,0.17,14
2136,85.5,1023,3.29,2.32,0.18,14
2137,84,1019,3.1,2.31,0.19,14
2138,85.5,1016,3.3,2.3,0.2,14
2139,84,1021,3.09,2.29,0.21,14
2140,85.5,1018,3.31,2.28,0.22,14
2141,84,1014,3.08,2.27,0.23,14
2142,85.5,1022,3.32,2.26,0.24,14
2143,84,1017,3.07,2.25,0.25,14
2144,85.5,1015,3.33,2.24,0.26,14
2145,84,1020,3.06,2.23,0.27,14
2146,85.5,1019,3.34,2.22,0.28,14
2147,84,1016,3.05,2.21,0.29,14
2148,85.5,1021,3.35,2.2,0.3,14
2149,84,1018,3.04,2.19,0.31,14
2150,85.5,1014,3.36,2.18,0.32,14
2151,84,1020,3.03,2.17,0.33,14
2152,85.5,1017,3.37,2.16,0.34,14
2153,84,1015,3.02,2.15,0.35,14
2154,85.5,1023,3.38,2.14,0.36,14
2155,84,1019,3.01,2.13,0.37,14
2156,85.5,1016,3.39,2.12,0.38,14
2157,84,1021,3,2.11,0.39,14
2158,85.5,1018,3.4,2.1,0.4,14
2159,84,1014,2.99,2.09,0.41,14
2160,85.5,1022,3.41,2.08,0.42,14
2161,84,1017,2.98,2.07,0.43,14
2162,85.5,1015,3.42,2.06,0.44,14
2163,84,1020,2.97,2.05,0.45,14
2164,85.5,1016,3.43,2.04,0.46,14
2165,84,1021,2.96,2.03,0.47,14
2166,85.5,1018,3.44,2.02,0.48,14
2167,84,1014,2.95,2.01,0.49,14
2168,85,1015,3.2,2.01,0.49,14
2169,84.5,1011,3.18,2,0.5,14
2170,85,1018,3.22,1.99,0.51,14
2171,84,1016,3.19,1.98,0.52,14
2172,83.5,1012,3.21,1.97,0.53,14
2173,85,1017,3.17,1.96,0.54,14
2174,84.5,1013,3.23,1.95,0.55,14
2175,86,1009,3.15,1.94,0.56,14
2176,85.5,1014,3.24,1.93,0.57,14
2177,85,1011,3.16,1.92,0.58,14
2178,84,1016,3.25,1.91,0.59,14
2179,83.5,1013,3.17,1.9,0.6,14
2180,86,1008,3.26,1.89,0.61,14
2181,85.5,1015,3.18,1.88,0.62,14
2182,85,1011,3.27,1.87,0.63,14
2183,84,1016,3.19,1.86,0.64,14
2184,83.5,1013,3.28,1.85,0.65,14
2185,86,1009,3.2,1.84,0.66,14
2186,85.5,1015,3.29,1.83,0.67,14
2187,85,1011,3.21,1.82,0.68,14
2188,84,1016,3.3,1.81,0.69,14
2189,83.5,1013,3.22,1.8,0.7,14
2190,86,1009,3.31,1.79,0.71,14
2191,85.5,1015,3.23,1.78,0.72,14
2192,85,1011,3.32,1.77,0.73,14
2193,84,1016,3.24,1.76,0.74,14
2194,83.5,1013,3.33,1.75,0.75,14
2195,86,1009,3.25,1.74,0.76,14
2196,85.5,1015,3.34,1.73,0.77,14
2197,85,1011,3.26,1.72,0.78,14
2198,84,1016,3.35,1.71,0.79,14
2199,83.5,1013,3.27,1.7,0.8,14
2200,86,1009,3.36,1.69,0.81,14
2201,85.5,1015,3.28,1.68,0.82,14
2202,85,1011,3.37,1.67,0.83,14
2203,84,1016,3.29,1.66,0.84,14
2204,83.5,1013,3.38,1.65,0.85,14
2205,86,1009,3.3,1.64,0.86,14
2206,85.5,1015,3.39,1.63,0.87,14
2207,85,1011,3.31,1.62,0.88,14
2208,84,1016,3.4,1.61,0.89,14
2209,83.5,1013,3.32,1.6,0.9,14
2210,86,1009,3.41,1.59,0.91,14
2211,85.5,1015,3.33,1.58,0.92,14
2212,85,1011,3.42,1.57,0.93,14
2213,84,1016,3.34,1.56,0.94,14
2214,83.5,1013,3.43,1.55,0.95,14
2215,86,1009,3.35,1.54,0.96,14
2216,85.5,1015,3.44,1.53,0.97,14
2217,85,1011,3.36,1.52,0.98,14
2218,85,1015,3.2,1.52,0.98,14
2219,84.5,1007,3.18,1.47,1.03,14
2220,85,1012,3.22,1.42,1.08,14
2221,84,1019,3.16,1.37,1.13,14
2222,85.5,1003,3.24,1.32,1.18,14
2223,84,1016,3.19,1.27,1.23,14
2224,85.5,1009,3.21,1.22,1.28,14
2225,84,1012,3.17,1.17,1.33,14
2226,85,1006,3.23,1.12,1.38,14
2227,84.5,1019,3.15,1.07,1.43,14
2228,85,1003,3.2,1.02,1.48,14
2229,84.5,1016,3.18,0.97,1.53,14
2230,85,1009,3.22,0.92,1.57,14
2231,84,1012,3.16,0.87,1.63,14
2232,85.5,1006,3.24,0.82,1.68,14
2233,84,1019,3.19,0.77,1.73,14
2234,85.5,1003,3.21,0.72,1.77,14
2235,84,1016,3.17,0.67,1.83,14
2236,85,1009,3.23,0.62,1.87,14
2237,84.5,1012,3.15,0.57,1.93,14
2238,85,1006,3.2,0.52,1.97,14
2239,84.5,1019,3.18,0.47,2.03,14
2240,85,1003,3.22,0.42,2.07,14
2241,84,1016,3.16,0.37,2.13,14
2242,85.5,1009,3.24,0.32,2.17,14
2243,84,1012,3.19,0.27,2.23,14
2244,85,1006,3.21,0.22,2.27,14
2245,84.5,1019,3.17,0.17,2.33,14
2246,85,1003,3.23,0.12,2.37,14
2247,84,1016,3.15,0.07,2.43,14
2248,85.5,1009,3.2,0.02,2.47,14
2249,84,1012,3.18,0.02,2.5,14
2250,85,1006,3.22,0.02,2.5,14
2251,84.5,1019,3.16,0.02,2.5,14
2252,85,1003,3.24,0.02,2.5,14
2253,84,1016,3.19,0.02,2.5,14
2254,85.5,1009,3.21,0.02,2.5,14
2255,84,1012,3.17,0.02,2.5,14
2256,85,1006,3.23,0.02,2.5,14
2257,84.5,1019,3.15,0.02,2.5,14
2258,85,1003,3.2,0.02,2.5,14
2259,84,1016,3.18,0.02,2.5,14
2260,85.5,1009,3.22,0.02,2.5,14
2261,84,1012,3.16,0.02,2.5,14
2262,85,1006,3.24,0.02,2.5,14
2263,84.5,1019,3.19,0.02,2.5,14
2264,85,1003,3.21,0.02,2.5,14
2265,84,1016,3.17,0.02,2.5,14
2266,85.5,1009,3.23,0.02,2.5,14
2267,84,1012,3.15,0.02,2.5,14
2268,85,1015,3.2,2.5,0,15
2269,84.5,1017,3.18,2.49,0.01,15
2270,85,1016,3.22,2.48,0.02,15
2271,85.5,1014,3.19,2.47,0.03,15
2272,86,1013,3.21,2.46,0.04,15
2273,86.5,1012,3.17,2.45,0.05,15
2274,87,1011,3.23,2.44,0.06,15
2275,87.5,1010,3.15,2.43,0.07,15
2276,88,1009,3.24,2.42,0.08,15
2277,88.5,1008,3.16,2.41,0.09,15
2278,89,1007,3.25,2.4,0.1,15
2279,89.5,1006,3.17,2.39,0.11,15
2280,90,1005,3.26,2.38,0.12,15
2281,90.5,1004,3.18,2.37,0.13,15
2282,91,1003,3.27,2.36,0.14,15
2283,91.5,1002,3.19,2.35,0.15,15
2284,92,1001,3.28,2.34,0.16,15
2285,92.5,1000,3.2,2.33,0.17,15
2286,93,999,3.29,2.32,0.18,15
2287,93.5,998,3.21,2.31,0.19,15
2288,94,997,3.3,2.3,0.2,15
2289,94.5,996,3.22,2.29,0.21,15
2290,95,995,3.31,2.28,0.22,15
2291,95.5,994,3.23,2.27,0.23,15
2292,96,993,3.32,2.26,0.24,15
2293,96.5,992,3.24,2.25,0.25,15
2294,97,991,3.33,2.24,0.26,15
2295,97.5,990,3.25,2.23,0.27,15
2296,98,989,3.34,2.22,0.28,15
2297,98.5,988,3.26,2.21,0.29,15
2298,99,987,3.35,2.2,0.3,15
2299,99.5,986,3.27,2.19,0.31,15
2300,100,985,3.36,2.18,0.32,15
2301,100.5,984,3.28,2.17,0.33,15
2302,101,983,3.37,2.16,0.34,15
2303,101.5,982,3.29,2.15,0.35,15
2304,102,981,3.38,2.14,0.36,15
2305,102.5,980,3.3,2.13,0.37,15
2306,103,979,3.39,2.12,0.38,15
2307,103.5,978,3.31,2.11,0.39,15
2308,104,977,3.4,2.1,0.4,15
2309,104.5,976,3.32,2.09,0.41,15
2310,105,975,3.41,2.08,0.42,15
2311,105.5,974,3.33,2.07,0.43,15
2312,106,973,3.42,2.06,0.44,15
2313,106.5,972,3.34,2.05,0.45,15
2314,107,971,3.43,2.04,0.46,15
2315,107.5,970,3.35,2.03,0.47,15
2316,108,969,3.44,2.02,0.48,15
2317,108.5,968,3.36,2.01,0.49,15
2318,85,1015,3.2,2.01,0.49,15
2319,84.5,1012,3.18,2,0.5,15
2320,85,1017,3.22,1.99,0.51,15
2321,84.9,1013,3.2,1.98,0.52,15
2322,85.4,1019,3.19,1.97,0.53,15
2323,85.1,1016,3.21,1.96,0.54,15
2324,84.7,1009,3.17,1.95,0.55,15
2325,85.3,1014,3.23,1.94,0.56,15
2326,85,1018,3.2,1.93,0.57,15
2327,84.6,1011,3.18,1.92,0.58,15
2328,85.2,1015,3.22,1.91,0.59,15
2329,84.9,1013,3.2,1.9,0.6,15
2330,85.4,1017,3.19,1.89,0.61,15
2331,85.1,1016,3.21,1.88,0.62,15
2332,84.7,1009,3.17,1.87,0.63,15
2333,85.3,1014,3.23,1.86,0.64,15
2334,85,1018,3.2,1.85,0.65,15
2335,84.6,1011,3.18,1.84,0.66,15
2336,85.2,1015,3.22,1.83,0.67,15
2337,84.9,1013,3.2,1.82,0.68,15
2338,85.4,1017,3.19,1.81,0.69,15
2339,85.1,1016,3.21,1.8,0.7,15
2340,84.7,1009,3.17,1.79,0.71,15
2341,85.3,1014,3.23,1.78,0.72,15
2342,85,1018,3.2,1.77,0.73,15
2343,84.6,1011,3.18,1.76,0.74,15
2344,85.2,1015,3.22,1.75,0.75,15
2345,84.9,1013,3.2,1.74,0.76,15
2346,85.4,1017,3.19,1.73,0.77,15
2347,85.1,1016,3.21,1.72,0.78,15
2348,84.7,1009,3.17,1.71,0.79,15
2349,85.3,1014,3.23,1.7,0.8,15
2350,85,1018,3.2,1.69,0.81,15
2351,84.6,1011,3.18,1.68,0.82,15
2352,85.2,1015,3.22,1.67,0.83,15
2353,84.9,1013,3.2,1.66,0.84,15
2354,85.4,1017,3.19,1.65,0.85,15
2355,85.1,1016,3.21,1.64,0.86,15
2356,84.7,1009,3.17,1.63,0.87,15
2357,85.3,1014,3.23,1.62,0.88,15
2358,85,1018,3.2,1.61,0.89,15
2359,84.6,1011,3.18,1.6,0.9,15
2360,85.2,1015,3.22,1.59,0.91,15
2361,84.9,1013,3.2,1.58,0.92,15
2362,85.4,1017,3.19,1.57,0.93,15
2363,85.1,1016,3.21,1.56,0.94,15
2364,84.7,1009,3.17,1.55,0.95,15
2365,85.3,1014,3.23,1.54,0.96,15
2366,85,1018,3.2,1.53,0.97,15
2367,84.6,1011,3.18,1.52,0.98,15
2368,85,1015,3.2,1.52,0.98,15
2369,85.5,1012,3.18,1.51,0.99,15
2370,86,1017,3.22,1.5,1,15
2371,86.5,1014,3.19,1.49,1.01,15
2372,87,1016,3.21,1.48,1.02,15
2373,87.5,1013,3.17,1.47,1.03,15
2374,88,1018,3.23,1.46,1.04,15
2375,88.5,1015,3.2,1.45,1.05,15
2376,89,1019,3.22,1.44,1.06,15
2377,89.5,1017,3.19,1.43,1.07,15
2378,90,1014,3.21,1.42,1.08,15
2379,90.5,1016,3.24,1.41,1.09,15
2380,91,1013,3.2,1.4,1.1,15
2381,91.5,1018,3.23,1.39,1.11,15
2382,92,1015,3.19,1.38,1.12,15
2383,92.5,1017,3.21,1.37,1.13,15
2384,93,1014,3.24,1.36,1.14,15
2385,93.5,1016,3.2,1.35,1.15,15
2386,94,1018,3.22,1.34,1.16,15
2387,94.5,1015,3.18,1.33,1.17,15
2388,95,1017,3.2,1.32,1.18,15
2389,95.5,1014,3.23,1.31,1.19,15
2390,96,1016,3.19,1.3,1.2,15
2391,96.5,1018,3.21,1.29,1.21,15
2392,97,1015,3.24,1.28,1.22,15
2393,97.5,1017,3.19,1.27,1.23,15
2394,98,1014,3.22,1.26,1.24,15
2395,98.5,1016,3.2,1.25,1.25,15
2396,99,1018,3.23,1.24,1.26,15
2397,99.5,1015,3.18,1.23,1.27,15
2398,100,1017,3.21,1.22,1.28,15
2399,100.5,1014,3.24,1.21,1.29,15
2400,101,1016,3.19,1.2,1.3,15
2401,101.5,1018,3.22,1.19,1.31,15
2402,102,1015,3.18,1.18,1.32,15
2403,102.5,1017,3.21,1.17,1.33,15
2404,103,1014,3.24,1.16,1.34,15
2405,103.5,1016,3.19,1.15,1.35,15
2406,104,1018,3.22,1.14,1.36,15
2407,104.5,1015,3.18,1.13,1.37,15
2408,105,1017,3.21,1.12,1.38,15
2409,105.5,1014,3.24,1.11,1.39,15
2410,106,1016,3.19,1.1,1.4,15
2411,106.5,1018,3.22,1.09,1.41,15
2412,107,1015,3.18,1.08,1.42,15
2413,107.5,1017,3.21,1.07,1.43,15
2414,108,1014,3.24,1.06,1.44,15
2415,108.5,1016,3.19,1.05,1.45,15
2416,109,1018,3.22,1.04,1.46,15
2417,109.5,1015,3.18,1.03,1.47,15
2418,85,1015,3.2,1.03,1.47,15
2419,84.95,1012,3.18,1.02,1.48,15
2420,85.1,1017,3.22,1.01,1.49,15
2421,85.05,1013,3.19,1,1.5,15
2422,85.15,1019,3.23,0.99,1.51,15
2423,84.9,1016,3.21,0.98,1.52,15
2424,85.05,1011,3.17,0.97,1.53,15
2425,85.2,1018,3.24,0.96,1.54,15
2426,84.95,1014,3.2,0.95,1.55,15
2427,85.1,1012,3.18,0.94,1.56,15
2428,85.05,1019,3.22,0.93,1.57,15
2429,84.9,1016,3.2,0.92,1.58,15
2430,85.05,1013,3.18,0.91,1.59,15
2431,85.2,1017,3.23,0.9,1.6,15
2432,84.95,1014,3.21,0.89,1.61,15
2433,85.1,1011,3.19,0.88,1.62,15
2434,85.05,1018,3.24,0.87,1.63,15
2435,84.9,1015,3.22,0.86,1.64,15
2436,85.05,1012,3.17,0.85,1.65,15
2437,85.2,1019,3.21,0.84,1.66,15
2438,84.95,1016,3.19,0.83,1.67,15
2439,85.1,1013,3.24,0.82,1.68,15
2440,85.05,1010,3.22,0.81,1.69,15
2441,84.9,1017,3.17,0.8,1.7,15
2442,85.05,1014,3.21,0.79,1.71,15
2443,85.2,1011,3.2,0.78,1.72,15
2444,84.95,1018,3.16,0.77,1.73,15
2445,85.1,1015,3.19,0.76,1.74,15
2446,85.05,1012,3.23,0.75,1.75,15
2447,84.9,1019,3.2,0.74,1.76,15
2448,85.05,1016,3.17,0.73,1.77,15
2449,85.2,1013,3.21,0.72,1.78,15
2450,84.95,1010,3.18,0.71,1.79,15
2451,85.1,1017,3.24,0.7,1.8,15
2452,85.05,1014,3.21,0.69,1.81,15
2453,84.9,1011,3.17,0.68,1.82,15
2454,85.05,1018,3.2,0.67,1.83,15
2455,84.9,1015,3.16,0.66,1.84,15
2456,85.05,1012,3.19,0.65,1.85,15
2457,85.2,1019,3.22,0.64,1.86,15
2458,84.95,1016,3.19,0.63,1.87,15
2459,85.1,1013,3.24,0.62,1.88,15
2460,85.05,1010,3.21,0.61,1.89,15
2461,84.9,1017,3.17,0.6,1.9,15
2462,85.05,1014,3.2,0.59,1.91,15
2463,85.2,1011,3.16,0.58,1.92,15
2464,84.95,1018,3.19,0.57,1.93,15
2465,85.1,1015,3.22,0.56,1.94,15
2466,85.05,1012,3.19,0.55,1.95,15
2467,84.9,1019,3.24,0.54,1.96,15
2468,85,1015,3.2,0.54,1.96,15
2469,84.5,1013,3.18,0.53,1.97,15
2470,85.2,1019,3.19,0.52,1.98,15
